,Unnamed: 0,Unnamed: 0.1,UNIQUEKEY,APPLICATIONTYPE,APPLICATIONTYPE.1,APPLICATIONSTARTDATE,WORKTYPE,WORKTYPEDESCRIPTION,APPLICATIONFINALIZEDDATE,PARKINGMETERPOSTINGORBAGGING,XCOORDINATE,YCOORDINATE,LATITUDE,LONGITUDE,LOCATION,STREETCLOSURE,STREETNUMBERFROM,STREETNUMBERTO,DIRECTION,STREETNAME
27972,110544,110544,45755716559,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1140573.0,1868222.0,41.794484714,-87.760061116,"(41.7944847141392, -87.76006111575124)",Full,5400.0,5499.0,S,LINDER
27978,110568,110568,614659244046,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1141420.0,1920827.0,41.938823064,-87.755659184,"(41.93882306353739, -87.75565918446934)",Curblane,5134.0,5134.0,W,BELMONT
27979,110569,110569,616167244702,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1196848.0,1853380.0,41.75254221,-87.554200057,"(41.75254220971595, -87.55420005656102)",Curblane,7836.0,7836.0,S,ESCANABA
27996,110658,110658,618335245732,DOT_PWO,DOT_PWO,12/23/2015,GenOpening,Opening in the Public Way,,,1147984.0,1914215.0,41.920557299,-87.73170455799999,"(41.920557299252536, -87.73170455838157)",Curblane,2154.0,2154.0,N,KEELER
28012,110713,110713,45855917619,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1164033.0,1940709.0,41.992933762,-87.671984135,"(41.99293376153258, -87.67198413517158)",Full,6100.0,6199.0,N,PAULINA
28018,110740,110740,615495244350,DOT_PWO,DOT_PWO,12/16/2015,GenOpening,Opening in the Public Way,,,1130804.0,1920988.0,41.939455555,-87.794671744,"(41.93945555464281, -87.79467174396545)",Curblane,3242.0,3242.0,N,RUTHERFORD
28032,110805,110805,45798816997,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1178940.0,1868475.0,41.794392086,-87.61936262299999,"(41.794392085533005, -87.6193626225463)",Full,5500.0,5599.0,S,PRAIRIE
28038,110822,110822,45936318470,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1148108.0,1908367.0,41.904506564,-87.731399847,"(41.904506563978224, -87.73139984708858)",Full,4200.0,4299.0,W,POTOMAC
28078,110987,110987,46040819599,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1162183.0,1882729.0,41.833871427,-87.68041498299999,"(41.83387142693034, -87.68041498289983)",Full,3300.0,3399.0,S,LEAVITT
28112,111127,111127,45971718847,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1173917.0,1842511.0,41.723256644,-87.638553488,"(41.723256643751135, -87.63855348763221)",Full,9400.0,9499.0,S,WALLACE
28213,111553,111553,46069319906,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1173163.0,1868799.0,41.79541072,-87.640538729,"(41.79541071996294, -87.64053872928186)",Full,600.0,651.0,W,54TH
28275,111776,111776,46040619597,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1163157.0,1836260.0,41.7063345,-87.67813897100002,"(41.70633449960108, -87.67813897056287)",Full,10300.0,10399.0,S,BELL
28363,112183,112183,45879317866,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1162911.0,1904720.0,41.894201228,-87.677126275,"(41.894201228200956, -87.67712627484134)",Full,2000.0,2099.0,W,HURON
28390,112297,112297,616588244814,DOT_PWO,DOT_PWO,12/18/2015,GenOpening,Opening in the Public Way,,,1165673.0,1930079.0,41.963727833,-87.66625892200001,"(41.963727833121624, -87.66625892243408)",Curblane,4507.0,4507.0,N,CLARK
28400,112335,112335,46073419955,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1146435.0,1921301.0,41.94003097,-87.7372132,"(41.94003097026456, -87.737213200116)",Full,3234.0,3259.0,N,KOSTNER
28422,112427,112427,617939245521,DOT_PWO,DOT_PWO,12/18/2015,GenOpening,Opening in the Public Way,,,1165113.0,1919445.0,41.934561953,-87.66862107200001,"(41.93456195335931, -87.66862107234444)",Curblane,2910.0,2926.0,N,ASHLAND
28434,112478,112478,45822317241,DOT_SE,DOT_SE,06/06/2015,BlockParty,Block Party,06/07/2015,,1165945.0,1866830.0,41.790162095999996,-87.66706213,"(41.790162096402206, -87.66706213036278)",Full,5700.0,5799.0,S,PAULINA
28478,112682,112682,61643870548,DOT_OCC,DOT_OCC,12/31/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1177214.0,1902034.0,41.886517289000004,-87.624677686,"(41.886517288719745, -87.62467768642945)",Partial,230.0,230.0,N,MICHIGAN
28482,112709,112709,45992719061,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1142780.0,1932504.0,41.970842992,-87.750366932,"(41.9708429918992, -87.75036693246626)",Full,4900.0,4930.0,W,STRONG
28511,112825,112825,46105320307,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1161324.0,1890060.0,41.854004778000004,-87.68336292299999,"(41.8540047775837, -87.6833629225202)",Full,2300.0,2399.0,W,21ST
28559,113005,113005,614902244203,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1173951.0,1868281.0,41.793970958,-87.637665556,"(41.79397095764824, -87.63766555581549)",Curblane,453.0,503.0,W,GARFIELD
28569,113059,113059,45728116279,DOT_SE,DOT_SE,08/28/2015,BlockParty,Block Party,08/29/2015,,1165780.0,1872843.0,41.806665605,-87.66749696299999,"(41.806665605305, -87.6674969634789)",Full,4800.0,4899.0,S,PAULINA
28681,113520,113520,45729316291,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1140452.0,1898845.0,41.878521578000004,-87.75975517100002,"(41.878521578162385, -87.759755171397)",Full,5400.0,5499.0,W,ADAMS
28706,113593,113593,46127020539,DOT_SE,DOT_SE,08/14/2015,BlockParty,Block Party,08/15/2015,,1150605.0,1892468.0,41.86082957,-87.722642035,"(41.86082956954631, -87.72264203474205)",Full,3900.0,3999.0,W,15TH
28712,113612,113612,45929718399,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1130877.0,1869930.0,41.79934311,-87.795580732,"(41.79934310989874, -87.79558073213012)",Full,5100.0,5199.0,S,NEWLAND
28786,113921,113921,45762416626,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1160685.0,1923898.0,41.946872369,-87.684768599,"(41.946872369030984, -87.6847685993392)",Full,3600.0,3699.0,N,BELL
28787,113926,113926,45951218630,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1195101.0,1842107.0,41.721651122,-87.560970627,"(41.72165112213621, -87.56097062652647)",Full,9524.0,9588.0,S,COLFAX
28791,113938,113938,45866017718,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1137884.0,1927392.0,41.956904485,-87.768496434,"(41.95690448454465, -87.76849643443232)",Full,4200.0,4299.0,N,PARKSIDE
28804,113967,113967,46121820483,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1165226.0,1856901.0,41.762932064,-87.66998179,"(41.762932064289174, -87.66998178961647)",Full,7200.0,7299.0,S,HONORE
28835,114064,114064,46266022055,DOT_SE,DOT_SE,11/08/2015,BlockParty,Block Party,11/09/2015,,1147488.0,1931186.0,41.967135814,-87.73309089,"(41.96713581350588, -87.73309089033123)",Full,4724.0,4799.0,N,KEELER
28836,114065,114065,45940118513,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1139423.0,1902806.0,41.889410238,-87.763438008,"(41.88941023831284, -87.76343800814104)",Full,5500.0,5559.0,W,RACE
28877,114238,114238,615376244285,DOT_PWO,DOT_PWO,12/16/2015,GenOpening,Opening in the Public Way,,,1155265.0,1904534.0,41.893847514,-87.70521114299999,"(41.893847513896425, -87.70521114274052)",Curblane,3124.0,3124.0,W,HURON
28880,114258,114258,45942518540,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1148829.0,1906390.0,41.899068101,-87.72880096700001,"(41.899068100851785, -87.72880096743036)",Full,1000.0,1059.0,N,KARLOV
28899,114315,114315,46113420391,DOT_SE,DOT_SE,10/09/2015,BlockParty,Block Party,10/10/2015,,1150872.0,1905777.0,41.897346165,-87.72131513299999,"(41.89734616515401, -87.72131513289358)",Full,3800.0,3899.0,W,IOWA
28910,114359,114359,45896218055,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1148114.0,1932920.0,41.97188301,-87.730742568,"(41.97188300980392, -87.73074256831136)",Full,5000.0,5019.0,N,KARLOV
28946,114497,114497,46047819683,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1151461.0,1873013.0,41.807425654,-87.72001024,"(41.80742565436983, -87.72001024041246)",Full,4714.0,4756.0,S,AVERS
28968,114581,114581,45772516730,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1166640.0,1890795.0,41.855910351999995,-87.66383165299999,"(41.8559103522102, -87.66383165262147)",Full,1501.0,1599.0,W,19TH
28995,114672,114672,618685245818,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1180966.0,1850561.0,41.745187409,-87.612485941,"(41.74518740857538, -87.61248594053963)",Curblane,8214.0,8229.0,S,EBERHART
29039,114830,114830,45938718499,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1180009.0,1837368.0,41.709006359,-87.61639487,"(41.70900635912054, -87.61639487009677)",Full,10200.0,10259.0,S,FOREST
29045,114858,114858,45997219117,DOT_SE,DOT_SE,07/17/2015,BlockParty,Block Party,07/18/2015,,1155433.0,1863035.0,41.779967075,-87.705708864,"(41.779967075268196, -87.70570886376933)",Full,3300.0,3359.0,W,62ND
29064,114917,114917,46139620670,DOT_SE,DOT_SE,10/17/2015,BlockParty,Block Party,10/18/2015,,1164634.0,1936641.0,41.981757993,-87.66989116399998,"(41.981757992658004, -87.66989116352927)",Full,1600.0,1699.0,W,CATALPA
29089,115017,115017,46076419991,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1180275.0,1830142.0,41.689169551,-87.61564112299999,"(41.68916955055366, -87.61564112289595)",Full,300.0,399.0,E,113TH
29093,115035,115035,46061219818,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1152098.0,1862264.0,41.777917583000004,-87.717955152,"(41.77791758341698, -87.71795515247675)",Full,3800.0,3859.0,W,63RD
29118,115121,115121,618756245833,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1176538.0,1854551.0,41.756237064000004,-87.628588867,"(41.75623706350306, -87.62858886718219)",Sidewalk,139.0,139.0,W,76TH
29143,115239,115239,45677315754,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1147680.0,1936924.0,41.982876588,-87.732234555,"(41.982876588381785, -87.73223455515966)",Full,5600.0,5699.0,N,KEDVALE
29149,115261,115261,45876117822,DOT_SE,DOT_SE,06/20/2015,BlockParty,Block Party,06/21/2015,,1165067.0,1875554.0,41.814121922,-87.67003377799999,"(41.81412192233835, -87.67003377817773)",Full,1800.0,1831.0,W,44TH
29157,115291,115291,46101520267,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1158458.0,1861378.0,41.775357891999995,-87.694662832,"(41.7753578920936, -87.69466283164202)",Full,6500.0,6599.0,S,MOZART
29159,115295,115295,45834317371,DOT_SE,DOT_SE,06/12/2015,BlockParty,Block Party,06/13/2015,,1172254.0,1866392.0,41.78882376,-87.64394301,"(41.78882375970244, -87.6439430095081)",Full,5800.0,5899.0,S,EMERALD
29175,115351,115351,46280122198,DOT_SE,DOT_SE,10/24/2015,BlockParty,Block Party,10/25/2015,,1166156.0,1918061.0,41.930741508000004,-87.66482838,"(41.93074150805612, -87.66482837958141)",Full,2700.0,2799.0,N,JANSSEN
29192,115399,115399,615910244594,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1148390.0,1914520.0,41.921384918,-87.730205302,"(41.921384917927156, -87.73020530246421)",Curblane,2219.0,2219.0,N,KEDVALE
29214,115478,115478,45670115682,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1157140.0,1910548.0,41.910313480999996,-87.698163744,"(41.91031348148986, -87.69816374429917)",Full,1600.0,1699.0,N,MOZART
29255,115657,115657,45662715610,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1162973.0,1924959.0,41.949737946,-87.676329397,"(41.94973794628098, -87.67632939730015)",Full,1900.0,1999.0,W,BRADLEY
29279,115746,115746,45842217463,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1181473.0,1832754.0,41.696309743,-87.61117648,"(41.69630974274866, -87.61117648030857)",Full,10900.0,11050.0,S,EBERHART
29312,115875,115875,45827917300,DOT_SE,DOT_SE,06/11/2015,BlockParty,Block Party,06/12/2015,,1165691.0,1901162.0,41.88437933,-87.667018863,"(41.884379329525636, -87.66701886278027)",Full,1600.0,1699.0,W,MAYPOLE
29324,115941,115941,619036245969,DOT_PWO,DOT_PWO,12/28/2015,GenOpening,Opening in the Public Way,01/31/2018,,1138910.0,1862229.0,41.778068905,-87.76630422,"(41.77806890502678, -87.76630421963986)",Curblane,5752.0,5752.0,W,63RD
29358,116040,116040,46141220686,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1187265.0,1859244.0,41.768866784000004,-87.58913072899998,"(41.76886678444859, -87.58913072920517)",Full,1450.0,1499.0,E,69TH
29386,116153,116153,45812217136,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1135548.0,1869409.0,41.797832079,-87.778460545,"(41.79783207930062, -87.77846054514056)",Full,5200.0,5299.0,S,MERRIMAC
29390,116176,116176,615989244509,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,06/22/2016,,1168113.0,1848222.0,41.739053765,-87.659649015,"(41.739053765126634, -87.65964901513998)",Curblane,8512.0,8512.0,S,BISHOP
29415,116273,116273,45947718594,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1154265.0,1851364.0,41.747962688,-87.710300957,"(41.74796268833007, -87.71030095703189)",Full,3514.0,3550.0,W,80TH
29416,116274,116274,45971218842,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1141432.0,1899558.0,41.880458923,-87.756139366,"(41.88045892253907, -87.75613936623215)",Full,1.0,99.0,N,LATROBE
29426,116301,116301,45722816225,DOT_SE,DOT_SE,06/10/2015,BlockParty,Block Party,06/11/2015,,1133082.0,1863316.0,41.781155059,-87.787648032,"(41.781155059005016, -87.78764803164825)",Full,6100.0,6159.0,S,NATOMA
29458,116411,116411,45857717637,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1126505.0,1919830.0,41.936351224,-87.810498385,"(41.93635122367575, -87.81049838534052)",Full,3100.0,3199.0,N,ODELL
29492,116563,116563,45859517655,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1181222.0,1849381.0,41.741943068000005,-87.61158421100002,"(41.74194306834469, -87.6115842107445)",Full,8400.0,8499.0,S,RHODES
29495,116580,116580,45834217370,DOT_SE,DOT_SE,06/13/2015,BlockParty,Block Party,06/14/2015,,1149811.0,1907081.0,41.900945981999996,-87.72517698799999,"(41.90094598203102, -87.72517698833973)",Full,1100.0,1199.0,N,HARDING
29541,116791,116791,45900218096,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1133693.0,1935538.0,41.979333484,-87.783710564,"(41.97933348402617, -87.78371056444588)",Full,5400.0,5499.0,N,MELVINA
29544,116809,116809,616067244537,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1173951.0,1868281.0,41.793970958,-87.637665556,"(41.79397095764824, -87.63766555581549)",Curblane,453.0,503.0,W,GARFIELD
29559,116847,116847,5954032758,DOT_OCC,DOT_OCC,03/31/2015,StClosure,Street Closure,04/01/2015,,1175521.0,1902441.0,41.887674248,-87.63088084200001,"(41.887674247949086, -87.63088084210379)",Full,307.0,307.0,N,CLARK
29576,116914,116914,45855717617,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1182679.0,1862790.0,41.778704961,-87.60583035200001,"(41.77870496136686, -87.60583035184587)",Full,800.0,899.0,E,64TH
29585,116948,116948,45731816315,DOT_SE,DOT_SE,06/17/2015,BlockParty,Block Party,06/18/2015,,1161084.0,1851558.0,41.748355765999996,-87.685310551,"(41.74835576563919, -87.68531055131459)",Full,2500.0,2631.0,W,80TH
29615,117078,117078,45872917790,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1188419.0,1849644.0,41.742495591,-87.585204359,"(41.74249559098989, -87.5852043589325)",Full,1600.0,1699.0,E,84TH
29626,117139,117139,45947318590,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1146576.0,1849367.0,41.74263148,-87.738528585,"(41.742631480402764, -87.73852858477244)",Full,4701.0,4745.0,W,82ND
29631,117159,117159,46268622081,DOT_SE,DOT_SE,10/31/2015,BlockParty,Block Party,11/01/2015,,1141806.0,1941539.0,41.995652951,-87.75372464600002,"(41.99565295114455, -87.75372464646667)",Full,6300.0,6350.0,N,LENOX
29760,117650,117650,614960244140,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1160990.0,1949760.0,42.0178339,-87.68292449299999,"(42.01783389987849, -87.68292449269924)",Curblane,2061.0,2061.0,W,BIRCHWOOD
29792,117766,117766,46254921940,DOT_SE,DOT_SE,10/17/2015,BlockParty,Block Party,10/18/2015,,1165859.0,1940006.0,41.990964712,-87.66528820299999,"(41.9909647116539, -87.66528820313613)",Full,1400.0,1499.0,W,ELMDALE
29804,117812,117812,619278246163,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1144072.0,1898521.0,41.877566181,-87.74647249899998,"(41.87756618113943, -87.74647249851287)",Curblane,4833.0,4835.0,W,QUINCY
29816,117854,117854,45776316767,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1164634.0,1936641.0,41.981757993,-87.66989116399998,"(41.981757992658004, -87.66989116352927)",Full,1600.0,1699.0,W,CATALPA
29837,117918,117918,45963518763,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1144480.0,1919626.0,41.935472783,-87.74444132100002,"(41.935472783368226, -87.74444132095388)",Full,3006.0,3059.0,N,KILPATRICK
29846,117952,117952,45756416566,DOT_SE,DOT_SE,05/02/2015,BlockParty,Block Party,05/03/2015,,1162032.0,1838318.0,41.712004973,-87.68220084200001,"(41.71200497263405, -87.68220084194294)",Full,2408.0,2432.0,W,100TH
29858,117998,117998,46020819386,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1183149.0,1846512.0,41.734025054,-87.60461223600002,"(41.7340250535663, -87.60461223564486)",Full,800.0,851.0,E,88TH
29887,118122,118122,45799917008,DOT_SE,DOT_SE,06/12/2015,BlockParty,Block Party,06/13/2015,,1165605.0,1904134.0,41.892535662,-87.667250007,"(41.8925356620224, -87.66725000723393)",Full,1600.0,1631.0,W,OHIO
29914,118248,118248,45748516488,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1161082.0,1932551.0,41.970608836,-87.68306876700001,"(41.9706088363512, -87.68306876665227)",Full,4900.0,4999.0,N,HAMILTON
29920,118267,118267,616604244906,DOT_PWO,DOT_PWO,12/18/2015,GenOpening,Opening in the Public Way,,,1169076.0,1885935.0,41.842521172,-87.65503055299999,"(41.84252117196277, -87.65503055299712)",Sidewalk,2813.0,2813.0,S,KEELEY
29921,118270,118270,45811317127,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1188425.0,1849312.0,41.741584357,-87.58519540299999,"(41.74158435659098, -87.58519540256502)",Full,1600.0,1699.0,E,84TH
29963,118464,118464,618971245951,DOT_PWO,DOT_PWO,12/28/2015,GenOpening,Opening in the Public Way,,,1150500.0,1933789.0,41.974221608,-87.721947264,"(41.97422160825969, -87.72194726408028)",Curblane,5113.0,5113.0,N,RIDGEWAY
29964,118465,118465,613800243257,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1152034.0,1836661.0,41.707659465,-87.71886013299999,"(41.70765946474111, -87.71886013328427)",Curblane,3906.0,3906.0,W,102ND
29976,118525,118525,46144220716,DOT_SE,DOT_SE,08/30/2015,BlockParty,Block Party,08/31/2015,,1153951.0,1849277.0,41.742240818,-87.711505863,"(41.74224081786847, -87.71150586322207)",Full,3601.0,3699.0,W,83RD
29984,118548,118548,45713116113,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1138946.0,1925748.0,41.952372724,-87.764632801,"(41.95237272411066, -87.76463280116292)",Full,5500.0,5599.0,W,DAKIN
30004,118642,118642,614456243937,DOT_PWO,DOT_PWO,12/14/2015,GenOpening,Opening in the Public Way,,,1152619.0,1831978.0,41.69479553,-87.71684285,"(41.694795529783434, -87.71684284975227)",Curblane,3831.0,3831.0,W,109TH
30011,118667,118667,46071619929,DOT_SE,DOT_SE,08/10/2015,BlockParty,Block Party,08/11/2015,,1156808.0,1911898.0,41.914023951,-87.69934628,"(41.9140239506444, -87.69934627952624)",Full,1800.0,1899.0,N,FRANCISCO
30013,118674,118674,45939018502,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1152422.0,1850979.0,41.746941515,-87.717065051,"(41.74694151493778, -87.71706505108963)",Full,3800.0,3900.0,W,80TH
30022,118704,118704,45910018196,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1151218.0,1857193.0,41.764017868,-87.721313729,"(41.7640178675213, -87.72131372881066)",Full,7100.0,7199.0,S,HARDING
30061,118832,118832,46075519982,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1160417.0,1924556.0,41.94868396,-87.685737664,"(41.94868396033652, -87.68573766420639)",Full,3701.0,3757.0,N,OAKLEY
30140,119145,119145,614939244138,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1161004.0,1946550.0,42.009024732,-87.682962715,"(42.009024731768555, -87.68296271498882)",Sidewalk,2072.0,2072.0,W,LUNT
30174,119300,119300,45965918787,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1169751.0,1905895.0,41.897278436,-87.651971622,"(41.897278435703, -87.6519716222589)",Full,1001.0,1099.0,W,FRY
30226,119485,119485,45812517139,DOT_SE,DOT_SE,06/28/2015,BlockParty,Block Party,06/29/2015,,1161781.0,1862764.0,41.779091629,-87.682444045,"(41.779091628603105, -87.68244404453392)",Full,6300.0,6399.0,S,CLAREMONT
30238,119520,119520,46006919222,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1158915.0,1893492.0,41.863471970999996,-87.69210878700001,"(41.86347197144648, -87.69210878673748)",Full,2632.0,2699.0,W,13TH
30249,119570,119570,45865217710,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1135890.0,1927343.0,41.956805837,-87.775828179,"(41.95680583669606, -87.77582817888498)",Full,4200.0,4299.0,N,MASON
30266,119627,119627,619795246388,DOT_PWO,DOT_PWO,12/31/2015,GenOpening,Opening in the Public Way,,,1142412.0,1908140.0,41.903991362,-87.75232805700001,"(41.90399136200298, -87.75232805668485)",Curblane,5035.0,5035.0,W,POTOMAC
30286,119699,119699,45755616558,DOT_SE,DOT_SE,05/15/2015,BlockParty,Block Party,05/16/2015,,1144739.0,1941207.0,41.99468566,-87.74294453799999,"(41.9946856602723, -87.74294453755023)",Full,6250.0,6299.0,N,SAUGANASH
30318,119816,119816,618068245646,DOT_PWO,DOT_PWO,12/21/2015,GenOpening,Opening in the Public Way,,,1160685.0,1946801.0,42.009720734,-87.684132189,"(42.009720733554005, -87.68413218886347)",Curblane,7026.0,7026.0,N,HAMILTON
30324,119833,119833,45762516627,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1163527.0,1925639.0,41.951592564,-87.674273939,"(41.95159256364248, -87.67427393856426)",Full,1800.0,1899.0,W,BERENICE
30351,119922,119922,45924818352,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1155156.0,1848389.0,41.739781944,-87.707116076,"(41.739781943813945, -87.70711607554335)",Full,3400.0,3499.0,W,84TH
